cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,cap-diameter,stem-height,stem-width,target
7,0,13,2,2,2,12,0,0,5,0,0,2,3,0,2,5,8.46,6.57,16.33,0
8,0,7,2,0,0,7,0,7,8,0,0,2,3,3,3,2,1.49,5.2,2.59,1
7,0,7,2,7,2,11,0,0,2,0,0,2,3,0,5,5,9.36,7.55,18.44,0
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,2,4,5.74,6.12,7.89,0
4,2,7,2,8,2,13,2,7,8,0,0,2,3,0,2,4,3.03,4.32,2.47,1
4,0,8,2,3,0,8,0,0,9,0,0,2,3,8,3,2,0.79,4.15,1.01,1
4,3,7,2,2,2,12,6,0,13,0,0,2,3,0,2,5,8.54,4.88,21.91,0
5,0,7,2,0,0,12,0,0,8,0,0,2,3,0,2,2,9.37,4.45,19.84,0
7,10,9,3,3,2,8,0,0,13,0,0,2,3,0,2,4,8.67,6.27,16.19,0
8,10,7,2,4,0,12,0,7,13,2,6,2,3,0,2,4,6.18,13.0,12.77,0
4,0,8,2,3,0,8,0,0,9,0,0,2,3,8,3,4,0.59,3.26,0.87,1
2,11,11,2,2,2,11,0,7,12,0,0,2,3,0,5,4,3.79,5.37,5.97,1
7,10,12,3,3,2,8,0,0,13,0,0,2,3,0,2,2,9.89,5.77,16.53,0
3,5,13,2,0,0,13,0,0,14,0,0,2,3,0,3,2,2.0,7.83,2.9,1
8,9,11,2,2,2,12,0,0,13,0,0,2,3,0,2,4,8.86,4.36,15.56,0
8,2,13,3,6,0,10,0,0,14,0,0,2,3,0,2,2,8.44,6.67,13.62,0
4,12,13,2,7,2,13,0,9,12,0,0,2,3,0,2,2,8.63,8.59,18.91,1
7,8,12,2,3,0,9,0,0,13,0,0,2,3,0,3,2,6.51,3.49,9.44,0
4,9,7,2,7,2,12,2,5,13,0,0,2,3,0,5,2,6.73,5.61,9.38,0
3,10,7,2,0,0,13,0,0,14,0,0,2,3,0,3,2,1.8,7.01,2.65,1
8,0,13,2,2,2,13,0,0,13,0,0,2,3,0,2,2,3.41,3.83,8.62,0
4,5,13,2,0,0,7,0,0,14,0,0,2,3,0,3,2,2.3,6.72,2.74,1
4,11,9,2,7,2,9,0,0,10,0,0,2,3,0,2,2,7.84,4.78,10.09,1
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,9.53,10.18,25.44,1
4,12,7,2,2,3,9,0,5,8,0,0,2,3,0,4,2,2.38,5.24,3.14,0
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,4,3.05,0.0,0.0,1
4,12,3,2,7,2,13,0,9,12,0,0,2,3,0,2,2,5.44,5.34,13.34,1
8,6,7,2,2,0,7,6,0,8,0,4,2,3,0,2,2,8.93,10.9,14.66,1
4,2,7,2,8,2,12,2,5,8,0,0,2,3,0,5,2,4.02,5.05,3.34,1
8,0,8,2,3,0,8,0,0,14,0,0,2,3,8,3,2,0.59,4.19,1.06,1
8,4,3,2,2,0,12,0,0,13,0,0,2,3,0,2,2,2.39,6.74,2.41,1
7,0,13,2,2,2,12,0,0,5,0,0,2,3,0,2,5,6.87,6.23,14.52,0
8,5,13,2,6,0,13,0,0,14,0,7,3,0,0,2,4,5.34,5.53,12.38,0
8,6,5,2,4,0,6,0,0,6,0,0,2,3,0,3,4,5.09,8.71,8.7,1
7,0,12,3,3,2,12,0,0,13,0,0,2,3,0,2,4,11.44,6.28,25.99,0
8,0,7,2,3,2,13,2,0,8,0,0,2,3,0,2,2,5.11,4.53,8.67,1
2,4,12,2,0,0,5,0,0,13,0,0,2,3,0,2,2,1.03,2.49,1.3,0
5,0,7,2,5,4,4,0,3,8,0,0,2,3,0,2,3,10.37,3.37,24.82,1
2,4,4,2,0,0,5,0,0,13,0,0,2,3,0,2,3,0.83,2.48,1.21,0
3,10,7,2,4,0,12,0,7,13,2,6,2,3,0,2,2,6.75,14.1,14.82,0
8,5,10,2,0,2,12,0,0,13,2,6,3,4,0,2,4,7.86,11.05,16.19,1
8,0,13,2,2,2,12,0,0,5,0,0,2,3,0,2,5,8.65,6.09,16.53,0
4,4,8,2,4,0,12,6,9,13,2,6,3,4,0,2,5,12.1,16.25,17.06,1
8,3,7,3,6,0,3,3,0,14,0,0,2,3,0,2,2,13.52,9.77,29.49,1
4,7,7,2,7,0,9,0,0,8,0,0,2,3,5,3,2,3.14,3.62,2.96,1
4,10,7,2,8,2,9,0,5,8,0,0,2,3,0,2,4,3.7,5.08,4.05,1
2,10,7,2,8,2,9,0,5,8,0,0,2,3,0,2,2,3.95,6.3,4.43,1
7,0,7,3,3,2,2,0,0,3,0,0,2,3,0,2,2,5.66,5.46,5.89,1
4,11,8,3,3,2,13,0,0,8,0,0,2,3,0,2,4,3.1,4.1,6.99,1
8,9,8,2,2,0,13,0,0,9,0,0,2,3,0,4,2,2.38,2.77,4.85,1
8,5,13,2,2,2,13,0,3,9,0,0,2,3,0,3,2,4.1,5.85,7.58,1
4,10,10,3,3,2,7,0,0,5,0,0,2,3,0,3,2,15.59,5.06,25.95,1
3,0,11,2,2,2,12,0,5,12,0,0,2,3,0,2,4,2.32,3.61,3.67,1
7,9,4,2,3,2,12,0,0,13,0,0,2,3,0,3,4,2.56,3.11,7.74,1
8,0,11,3,8,0,7,6,0,5,0,5,2,3,0,2,2,8.87,9.21,19.63,1
6,4,4,2,0,0,5,0,0,13,0,0,2,3,0,2,4,1.14,3.36,1.76,0
8,9,7,2,3,3,12,0,5,8,0,0,3,0,8,2,4,7.56,8.88,15.37,0
2,2,7,2,3,2,7,0,5,8,0,0,3,0,0,2,2,6.09,5.47,6.56,1
8,3,8,2,2,0,13,5,0,14,0,0,3,8,4,2,5,10.55,12.44,22.37,1
2,12,7,2,0,2,6,0,0,13,0,0,2,3,0,2,5,2.65,6.48,2.85,0
8,12,7,2,4,2,9,0,9,8,0,0,2,3,0,2,2,5.52,6.36,10.48,0
8,0,13,2,8,0,12,0,0,13,0,0,2,3,0,2,2,2.86,4.57,5.65,1
8,0,13,2,2,2,12,0,0,5,0,0,2,3,0,2,5,5.5,4.39,10.95,0
5,0,12,2,5,4,4,0,3,13,0,0,3,3,0,2,2,4.79,5.6,32.55,1
4,7,12,2,7,0,9,0,0,8,0,0,2,3,5,3,2,3.61,4.51,3.24,1
4,0,11,2,2,0,12,0,0,13,0,0,2,3,0,2,2,3.66,4.81,6.99,1
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,4,1.73,4.37,1.55,1
8,10,4,3,3,2,7,0,0,5,0,0,2,3,0,2,2,13.45,5.03,26.19,1
8,9,3,2,2,2,3,0,0,3,0,0,2,3,0,3,5,4.09,4.36,7.01,0
5,0,7,2,0,0,12,0,0,8,0,0,2,3,0,2,4,7.31,4.65,19.68,0
7,2,8,2,3,2,13,0,0,9,0,0,2,3,0,4,2,5.42,3.17,6.22,1
4,12,7,2,4,2,9,0,0,13,0,0,3,8,0,9,4,4.82,4.34,11.69,0
3,6,13,2,0,2,10,0,0,13,0,0,2,3,0,2,4,4.04,6.66,6.54,1
8,9,8,2,2,2,13,0,3,9,0,0,2,3,0,3,2,4.49,5.31,6.66,1
4,0,6,2,3,2,12,0,0,13,0,0,2,3,0,2,2,10.36,2.37,14.64,0
4,2,3,3,3,2,13,0,0,8,0,0,2,3,0,2,2,7.07,6.4,10.35,1
7,10,9,3,3,2,8,0,0,13,0,0,2,3,0,2,4,6.4,5.22,17.31,0
2,10,12,2,4,2,12,0,9,13,2,6,3,5,0,2,4,7.42,11.74,11.8,1
6,2,8,2,6,0,7,6,9,13,0,0,2,3,0,2,4,15.91,15.6,33.31,0
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,5,2,5.86,5.21,7.63,0
8,0,10,2,2,0,10,0,0,7,0,0,2,3,0,5,4,4.08,5.76,6.61,0
8,6,7,3,4,0,9,0,9,13,0,0,3,7,0,2,2,9.89,9.24,16.73,0
2,12,7,2,0,2,5,6,7,13,0,0,2,3,0,2,2,3.1,5.44,4.34,1
7,0,7,2,0,0,12,0,0,8,0,0,2,3,0,2,2,6.16,3.43,16.1,0
7,10,12,3,3,2,8,0,0,13,0,0,2,3,0,2,4,12.04,6.03,16.69,0
4,9,12,2,3,3,12,0,0,13,0,0,2,3,0,3,2,3.74,3.9,5.88,0
8,0,13,2,4,0,12,2,0,13,2,6,3,4,0,2,2,7.36,5.68,11.79,0
8,0,7,2,0,0,6,0,7,8,0,0,2,3,3,3,2,1.49,4.92,2.38,1
4,0,7,2,8,2,7,0,0,13,0,0,2,3,0,2,2,4.15,6.86,4.23,0
7,11,11,2,2,2,5,0,7,12,0,0,2,3,0,5,4,3.16,4.27,5.32,1
8,10,7,2,7,0,5,0,9,8,0,0,2,3,0,2,2,6.33,5.07,7.16,1
5,8,7,2,5,4,4,0,0,8,0,0,2,3,2,5,4,6.37,7.99,62.9,0
8,3,13,3,6,0,8,0,0,3,0,0,2,3,0,2,4,9.93,7.41,21.62,1
4,10,7,2,7,0,7,0,8,8,0,0,2,3,0,2,2,7.73,8.52,12.14,0
4,0,7,2,7,2,5,2,0,12,0,0,2,3,0,2,5,9.25,6.49,20.89,0
8,0,9,2,8,2,12,0,7,13,0,0,2,3,0,2,4,8.26,8.16,17.58,0
7,11,7,3,3,2,7,0,0,8,0,0,2,3,0,2,4,3.29,3.36,6.16,1
4,5,7,2,0,0,13,0,0,14,0,0,2,3,0,3,2,2.35,7.59,3.1,1
4,9,11,2,2,2,12,0,0,13,0,0,2,3,0,2,2,8.98,4.71,15.95,0
7,8,12,2,3,0,9,0,0,13,0,0,2,3,0,2,4,7.38,3.28,8.86,0
4,11,9,2,7,2,9,0,0,10,0,0,2,3,0,2,5,6.79,3.83,9.36,1
8,12,7,2,4,2,12,0,9,8,0,0,2,3,0,2,4,6.93,7.05,10.3,0
7,11,11,2,2,2,5,0,7,12,0,0,2,3,0,2,2,3.57,6.44,5.25,1
8,12,3,2,0,0,12,2,0,8,0,6,3,2,0,2,5,9.23,8.3,27.53,0
4,7,13,2,6,0,7,0,6,8,0,0,3,3,0,2,4,4.67,4.13,6.16,1
8,0,11,2,0,3,11,0,0,13,0,0,2,3,0,2,4,1.41,6.31,4.19,0
8,12,7,2,0,0,12,2,0,8,0,6,3,2,0,2,5,7.66,5.62,23.18,0
8,2,3,3,6,0,10,0,0,3,0,0,2,3,0,2,4,7.03,5.28,10.76,0
4,7,7,2,6,0,7,0,6,8,0,0,3,3,0,2,4,5.9,3.17,6.25,1
7,2,8,2,3,2,13,0,0,9,0,0,2,3,0,2,4,5.21,3.18,6.73,1
4,5,7,2,0,2,7,0,7,13,0,6,2,3,3,2,2,3.49,7.17,7.48,0
8,5,7,2,8,2,12,0,7,8,0,0,3,8,0,2,4,4.12,6.0,5.52,0
8,5,7,3,6,0,13,0,0,8,0,0,2,3,0,2,4,11.07,8.11,22.3,0
8,9,2,2,8,2,12,0,7,8,0,0,2,3,0,5,2,6.7,7.9,12.24,0
8,4,7,2,4,0,12,0,9,13,2,6,3,7,0,2,4,7.51,8.49,17.11,1
7,2,7,3,3,2,13,0,0,8,0,0,2,3,0,2,4,6.93,6.95,11.45,1
3,0,11,2,2,2,12,0,5,13,0,0,2,3,0,7,4,2.29,3.4,3.23,1
4,12,8,2,2,0,13,0,0,9,0,0,2,3,0,4,2,2.11,3.23,5.63,1
7,9,13,2,8,0,7,0,0,13,0,0,2,3,0,2,4,11.23,5.33,19.84,0
8,6,8,2,2,0,13,5,0,14,0,0,3,8,4,2,4,7.93,8.12,16.06,1
7,11,7,3,3,2,7,0,0,8,0,0,2,3,0,2,2,2.48,3.39,5.35,1
8,4,7,2,3,3,7,0,7,8,0,0,2,3,0,2,4,1.16,1.71,2.52,1
6,12,7,2,0,0,12,6,0,8,0,0,3,6,0,2,4,19.21,31.31,22.49,0
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,4,2.62,0.0,0.0,1
7,7,12,3,3,3,12,0,0,13,0,0,2,3,0,2,2,16.17,6.84,31.59,1
8,9,9,2,2,2,8,0,0,3,0,0,2,3,0,3,4,3.64,4.21,6.32,0
5,0,7,2,5,4,4,0,3,8,0,0,2,3,0,2,3,9.64,3.39,24.75,1
7,11,8,3,3,2,13,0,0,8,0,0,2,3,0,2,4,3.15,3.64,6.01,1
6,11,7,2,6,0,13,0,0,8,0,0,2,3,0,2,4,19.16,20.41,82.65,0
8,9,13,2,2,3,12,0,5,8,0,0,3,0,8,2,5,10.01,8.02,11.36,0
8,2,12,2,3,3,12,0,4,13,0,0,2,3,0,3,2,3.28,3.77,2.5,1
4,9,4,2,3,2,12,0,0,13,0,0,2,3,0,3,2,3.0,2.85,7.86,1
8,0,12,2,8,2,12,2,0,13,0,6,3,0,0,2,2,5.12,8.14,10.65,0
8,12,7,3,4,0,9,0,9,13,0,0,3,7,0,2,2,10.16,9.2,16.94,0
8,5,7,2,0,2,6,0,7,13,0,6,2,3,3,2,4,3.1,6.72,6.4,0
4,5,10,2,0,2,12,0,0,13,2,6,3,7,0,2,4,10.77,11.13,15.34,1
7,10,9,3,3,2,9,0,0,10,0,0,3,3,0,2,4,9.18,8.87,16.17,1
4,8,3,2,8,3,13,0,0,8,0,0,2,3,0,5,4,4.76,6.74,4.74,1
2,0,5,2,2,0,7,0,0,5,0,6,2,3,3,3,4,2.46,9.72,2.44,1
8,9,7,2,7,0,5,0,9,8,0,0,2,3,0,2,5,7.01,5.67,7.46,1
6,12,7,2,0,0,5,0,7,13,0,0,3,9,0,2,4,6.33,8.21,12.59,1
3,7,12,3,8,2,10,0,0,13,0,0,2,3,0,3,2,4.71,5.83,11.7,1
4,5,4,2,7,3,5,0,7,5,0,0,2,3,0,2,4,6.24,5.77,11.13,0
5,0,5,2,5,4,4,0,3,5,0,0,2,3,0,2,2,3.39,3.16,14.82,1
8,10,7,2,2,3,7,0,8,5,0,0,3,5,0,2,5,6.01,7.1,5.05,0
3,0,4,2,5,4,4,0,0,8,0,0,2,3,0,5,3,5.22,4.96,17.79,0
7,10,8,3,3,2,8,0,0,13,0,0,2,3,0,2,4,11.0,5.35,18.55,0
8,2,7,3,6,0,13,0,0,14,0,0,2,3,0,2,4,7.6,6.62,15.56,0
4,10,7,2,2,3,13,0,7,8,0,0,2,3,0,2,3,5.51,5.74,4.64,0
4,9,7,2,3,3,12,0,5,8,0,0,3,0,8,2,4,8.0,9.32,15.24,0
8,9,8,2,6,0,7,0,0,8,0,0,2,3,0,2,4,4.32,4.74,11.82,0
8,0,7,3,6,0,5,0,9,13,0,0,2,3,0,2,4,5.9,10.85,23.38,0
4,5,7,2,0,2,7,0,7,13,0,6,2,3,3,2,4,3.48,6.53,5.83,0
5,9,12,2,0,2,12,4,2,4,0,0,2,3,4,2,4,4.3,0.0,0.0,1
4,0,7,2,7,2,11,0,0,12,0,0,2,3,0,2,5,9.81,7.76,19.04,0
8,0,13,2,7,3,13,0,5,14,0,0,2,3,0,2,2,5.08,5.19,12.29,1
2,10,13,2,0,2,5,0,0,8,0,0,3,3,0,3,2,0.96,2.4,2.2,1
4,10,10,3,3,2,2,0,0,11,0,0,2,3,0,2,4,12.73,4.94,23.95,1
8,3,7,3,6,0,13,3,0,14,0,0,2,3,0,2,2,14.51,8.51,33.26,1
8,9,7,2,6,0,7,0,0,3,0,0,2,3,0,2,2,4.49,6.08,12.76,0
4,10,7,2,3,0,8,0,8,13,0,0,2,3,0,2,2,3.94,6.03,7.25,0
8,5,7,2,6,3,13,0,7,8,0,0,2,3,0,2,4,8.01,6.49,12.89,0
4,0,7,2,4,0,12,0,0,13,2,6,3,2,0,2,4,12.24,11.12,14.93,1
8,2,3,2,6,0,12,6,9,13,0,0,2,3,0,2,2,18.58,16.52,36.01,0
8,5,13,2,7,0,9,0,5,8,0,0,2,3,0,2,2,7.99,7.9,17.62,1
4,12,3,2,7,2,13,0,9,12,0,0,2,3,0,2,2,9.82,7.42,20.11,1
4,9,13,2,8,0,7,0,0,10,0,0,2,3,0,2,4,10.95,6.62,19.16,0
8,12,12,3,0,0,9,6,0,13,0,0,3,5,0,2,2,8.04,8.13,13.61,1
8,9,4,3,7,3,10,5,9,8,0,0,2,3,0,2,2,6.12,6.41,14.9,1
8,0,7,2,8,2,7,2,0,8,0,6,3,0,0,2,2,3.95,7.36,7.03,0
5,12,13,2,6,0,13,0,6,6,0,0,2,3,0,2,4,54.81,5.47,25.02,0
7,7,12,3,3,3,7,0,0,13,0,0,2,3,0,2,5,15.93,7.89,30.34,1
5,12,13,2,6,0,13,0,6,8,0,0,2,3,0,2,3,42.28,5.49,31.74,0
2,11,11,2,2,2,11,0,7,12,0,0,2,3,0,5,2,3.76,6.99,6.68,1
5,0,3,2,5,4,4,0,3,8,0,0,2,3,0,2,4,10.25,2.21,21.74,1
8,11,9,2,7,2,9,0,0,10,0,0,2,3,0,2,2,7.79,4.83,10.35,1
8,12,8,2,2,0,13,0,0,14,0,0,2,3,0,4,2,2.4,3.01,5.32,1
8,0,7,2,0,0,7,0,7,8,0,0,2,3,3,3,4,1.37,4.81,2.21,1
8,12,7,2,0,0,12,2,0,8,0,6,3,2,0,2,2,13.52,10.07,28.47,0
8,6,5,2,2,0,12,0,0,13,0,0,2,3,5,3,4,1.66,4.07,2.34,1
8,4,3,2,4,0,12,6,9,13,2,6,3,4,0,2,2,15.12,17.03,17.2,1
4,12,13,2,7,2,13,0,9,3,0,0,2,3,0,2,2,7.4,6.63,20.05,1
8,2,7,2,6,0,13,0,0,8,0,0,2,3,0,2,2,3.74,4.48,10.76,0
8,9,10,2,8,0,7,0,0,8,0,0,2,3,0,2,5,13.72,8.52,25.17,0
8,2,7,2,6,0,13,0,0,8,0,0,2,3,0,2,2,3.11,4.43,9.8,0
8,3,6,2,8,2,12,0,0,13,0,0,2,3,0,2,2,9.09,7.38,17.18,0
4,10,7,2,7,0,7,0,8,8,0,0,2,3,0,2,2,7.88,8.65,12.02,0
8,12,12,3,0,0,5,6,0,13,0,0,3,5,0,2,4,7.48,8.49,14.95,1
6,12,7,2,0,0,6,0,0,13,0,0,2,3,0,2,2,7.24,12.88,16.02,1
4,0,10,2,8,2,13,0,0,13,0,0,2,3,0,2,4,7.02,6.5,10.73,1
8,2,13,3,6,0,13,0,0,14,0,0,2,3,0,2,4,6.91,7.79,17.51,0
8,12,12,3,0,0,9,6,0,13,0,0,3,5,0,3,4,7.64,7.88,13.47,1
8,0,2,2,0,3,11,0,0,13,0,0,2,3,0,2,5,3.0,6.61,4.57,0
8,0,7,2,0,0,7,0,7,8,0,0,2,3,3,3,4,1.45,4.8,2.62,1
8,4,7,2,4,0,12,0,9,13,2,6,3,7,0,2,2,6.64,7.12,14.16,1
8,5,10,2,7,2,11,0,9,13,0,0,3,2,3,6,2,2.85,6.69,7.53,1
8,5,7,2,8,2,7,0,7,8,0,0,3,8,0,2,4,5.24,5.35,5.92,0
8,9,7,2,7,0,5,0,9,8,0,0,2,3,0,2,5,6.27,5.63,8.19,1
4,5,7,2,7,0,13,0,5,9,0,0,2,3,0,2,2,7.67,8.82,13.0,0
8,10,7,2,2,2,7,0,9,9,0,0,3,9,0,2,2,3.69,3.38,5.23,1
8,3,7,3,4,0,12,0,0,13,0,0,3,0,0,3,2,14.5,9.9,16.86,0
6,4,7,2,4,0,12,0,9,13,2,6,3,7,0,2,4,7.0,7.22,12.09,1
5,0,4,2,5,4,4,0,3,5,0,0,2,3,0,2,4,3.13,3.08,14.45,1
8,12,7,3,4,0,12,0,0,13,0,0,3,0,0,2,4,15.12,9.85,17.23,0
7,2,7,2,3,2,13,0,6,8,0,0,2,3,0,2,4,10.31,5.32,25.11,1
8,4,7,3,2,0,12,0,0,8,0,0,2,3,0,4,4,0.77,5.06,0.88,0
8,3,3,2,2,0,13,0,0,14,0,6,3,9,0,2,2,5.79,7.9,10.03,1
8,0,2,2,0,3,11,0,0,13,0,0,2,3,0,2,2,2.39,6.28,4.5,0
4,9,11,2,2,2,12,0,0,13,0,0,2,3,0,2,2,5.89,3.72,14.32,0
2,5,7,2,0,0,7,0,0,13,0,0,3,0,3,3,2,5.0,13.29,7.19,1
8,0,7,3,8,0,7,6,0,12,0,5,2,3,0,2,2,10.22,10.94,21.96,1
3,5,7,2,0,0,13,0,0,14,0,0,2,3,0,3,2,2.14,7.36,2.5,1
4,9,12,2,7,2,12,0,0,13,0,0,2,3,0,6,3,7.85,5.74,30.66,0
7,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,4.68,5.16,15.12,0
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,4,5.74,10.49,10.97,1
8,0,4,3,8,0,11,6,0,5,0,5,2,3,0,2,2,7.5,9.12,22.3,1
8,12,13,2,0,0,12,2,0,8,0,6,3,2,0,2,5,9.77,5.72,23.46,0
8,0,12,2,4,0,12,2,0,14,2,7,3,4,0,2,2,5.7,5.66,11.23,0
7,0,12,3,3,2,12,0,0,13,0,0,2,3,0,2,2,10.52,5.68,24.38,0
8,0,7,2,3,2,13,2,0,8,0,0,2,3,0,2,2,7.14,6.24,10.95,1
5,3,13,2,0,2,13,0,0,14,0,0,2,3,0,2,5,6.62,1.28,14.4,1
4,2,7,2,8,2,12,2,7,8,0,0,2,3,0,5,4,4.27,5.28,2.98,1
8,6,3,2,0,0,3,0,0,3,0,0,2,3,4,2,2,4.41,5.22,6.94,1
8,9,8,2,6,0,7,0,0,3,0,0,2,3,0,2,2,4.36,6.09,10.7,0
4,5,7,2,0,0,13,0,0,14,0,0,2,3,0,3,2,2.33,7.81,2.82,1
2,5,7,2,0,0,7,0,0,13,0,0,3,0,3,3,4,4.27,6.54,5.28,1
8,9,7,3,6,0,13,0,0,8,0,6,3,7,0,2,2,10.39,8.33,17.85,0
4,12,13,2,0,0,12,2,0,8,0,6,3,2,0,2,2,10.27,7.83,26.19,0
8,9,8,2,6,0,7,0,0,8,0,0,2,3,0,2,4,4.26,5.07,12.3,0
8,12,12,3,0,0,9,6,0,13,0,0,3,5,0,3,4,6.82,8.26,13.96,1
2,10,7,2,0,2,5,0,0,8,0,0,3,3,0,6,2,1.02,3.2,2.45,1
8,0,4,3,6,0,5,0,9,13,0,0,2,3,0,2,4,6.68,10.94,26.76,0
4,0,13,2,8,2,13,0,0,13,0,0,2,3,0,2,2,7.35,6.35,12.0,1
4,9,7,2,7,2,12,2,5,13,0,0,2,3,0,6,2,7.51,6.91,9.8,0
8,10,7,3,6,0,13,0,0,8,0,0,2,3,0,2,4,11.56,8.07,22.53,0
8,9,7,3,7,3,10,5,9,8,0,0,2,3,0,2,2,6.52,6.72,15.62,1
4,9,12,2,3,2,12,0,0,13,0,0,2,3,0,3,2,2.55,2.87,7.16,1
2,6,3,2,4,0,6,0,0,14,0,0,2,3,0,3,4,5.72,7.17,7.5,1
8,0,12,2,0,2,10,0,0,14,0,0,2,3,0,2,2,4.48,3.19,13.07,1
6,10,7,2,6,0,12,0,0,8,0,0,2,3,0,2,2,19.23,16.72,61.48,0
2,10,7,2,0,2,6,0,0,8,0,0,3,3,0,6,4,0.79,2.87,2.17,1
8,2,3,3,3,2,7,0,0,3,0,0,2,3,0,2,2,7.44,6.49,9.94,1
8,0,12,2,0,2,10,0,0,14,0,0,2,3,0,2,2,5.24,2.77,11.97,1
5,0,5,2,5,4,4,0,3,8,0,0,2,3,0,2,4,2.58,4.13,14.72,1
4,12,12,2,0,0,12,6,0,8,0,0,3,6,0,6,2,17.36,32.03,22.64,0
7,7,12,3,3,3,7,0,0,13,0,0,2,3,0,2,5,19.54,6.67,29.06,1
8,6,8,2,2,0,8,5,0,14,0,0,3,8,4,2,4,13.49,9.54,22.31,1
4,9,7,2,7,2,12,2,5,8,0,0,2,3,0,6,4,9.81,6.34,10.49,0
8,0,7,2,2,0,12,0,0,5,0,0,2,3,0,3,2,7.98,7.69,14.37,0
8,12,4,2,7,0,5,0,0,13,0,0,2,3,0,2,2,5.21,4.58,7.26,0
8,5,3,2,8,3,12,2,0,13,0,0,2,3,0,2,4,6.62,6.66,17.94,1
6,12,12,2,0,0,12,6,0,8,0,0,3,6,0,2,4,19.28,25.76,20.92,0
7,2,3,3,3,2,12,0,0,3,0,0,2,3,0,2,4,6.41,5.53,7.33,1
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,5,1.48,4.1,1.57,1
8,4,7,2,2,0,9,0,0,8,0,0,2,3,0,2,2,2.57,5.98,2.44,1
4,6,6,2,2,0,12,0,0,13,0,0,2,3,5,3,2,2.06,3.72,2.4,1
3,4,7,2,2,0,12,0,0,5,0,0,2,3,0,2,4,1.64,5.38,1.58,0
4,0,4,2,7,2,5,2,0,12,0,0,2,3,0,3,2,8.97,7.55,20.0,0
2,10,13,2,0,2,5,0,0,8,0,0,3,3,0,6,4,0.98,3.47,2.43,1
8,4,9,2,2,0,7,0,4,6,0,0,2,3,0,2,2,0.82,3.88,1.02,1
8,3,7,3,6,0,3,0,0,12,0,0,2,3,0,2,2,10.3,7.33,23.04,1
8,0,13,2,2,2,8,0,0,13,0,0,2,3,0,2,4,4.42,4.09,8.88,0
8,6,5,2,4,0,6,0,0,9,0,0,2,3,0,6,4,4.65,6.68,7.24,1
8,10,7,3,6,0,13,0,0,8,0,6,3,7,0,2,4,7.3,6.57,16.34,0
4,11,9,2,7,2,9,0,0,10,0,0,2,3,0,2,5,7.91,4.4,10.38,1
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,4,2,6.86,5.56,8.64,0
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,4,3.23,0.0,0.0,1
8,10,13,3,8,2,13,0,0,13,0,0,2,3,0,2,2,6.87,7.07,14.2,0
8,10,7,3,6,0,13,0,0,8,0,0,2,3,0,2,4,10.3,8.4,20.59,0
8,9,2,2,8,2,12,0,7,8,0,0,2,3,0,5,2,6.01,8.43,11.59,0
2,4,12,2,8,3,12,0,0,14,0,0,2,3,0,3,4,3.46,4.95,3.34,0
8,9,7,2,4,2,9,0,5,13,0,0,2,3,5,2,5,8.01,5.95,9.77,0
4,0,12,2,2,2,7,0,5,13,0,0,2,3,0,7,4,3.2,3.74,3.78,1
8,9,7,3,7,3,10,5,9,13,0,0,2,3,0,2,4,6.25,6.06,15.33,1
7,10,12,3,3,2,8,0,0,13,0,0,2,3,0,2,2,10.15,5.69,17.21,0
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,2,1.58,4.17,1.75,1
6,12,12,2,0,0,6,0,0,13,0,0,2,3,0,2,2,8.81,15.76,17.76,1
6,4,7,2,4,0,12,0,9,13,2,6,3,7,0,2,4,7.5,8.88,15.87,1
8,9,7,3,6,0,7,0,0,8,0,6,3,7,0,2,2,8.41,8.49,16.81,0
4,0,6,2,3,2,12,0,0,13,0,0,2,3,0,2,2,9.74,2.27,14.48,0
8,0,13,2,2,2,8,0,0,13,0,0,2,3,0,2,4,4.89,4.67,9.66,0
2,7,7,2,2,2,7,0,5,8,0,0,3,0,0,2,4,6.31,5.57,6.33,1
3,6,13,2,0,2,10,0,0,13,0,0,2,3,0,2,2,4.36,6.88,7.88,1
5,3,13,2,0,2,8,0,0,14,0,0,2,3,0,2,5,4.3,1.32,14.41,1
4,8,13,2,8,3,3,0,0,8,0,0,2,3,0,2,4,4.76,6.97,5.63,1
4,11,4,2,0,3,6,0,0,13,0,0,2,3,0,2,4,1.49,5.3,2.51,0
8,9,5,2,2,3,6,0,0,13,0,0,2,3,8,2,4,18.15,7.09,21.72,0
8,9,3,2,2,2,3,0,0,9,0,0,2,3,0,6,5,3.73,4.42,6.45,0
4,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,5.42,5.1,13.94,0
